Barcode,Cluster
aaaagnna-1,2
aaabbgah-1,2
aaabefig-1,2
aaackkai-1,2
aaadoljm-1,1
aaaekhef-1,2
aaaelmic-1,2
aaafokhf-1,2
aaagbkla-1,2
aaagijdi-1,2
aaahafej-1,2
aaahfnig-1,2
aaajmnnd-1,2
aaakhmhk-1,2
aaakpjkl-1,2
aaakppco-1,2
aaalbjgb-1,2
aaallfok-1,2
aaanibdd-1,1
aaanmknd-1,2
aaaodfmi-1,2
aaaopimg-1,2
aaaphbgn-1,2
aabaanjn-1,2
aabaebod-1,2
aabahipm-1,2
aabahkpa-1,2
aabbiiok-1,2
aabcdhlp-1,2
aabfobnd-1,2
aabgkajo-1,2
aabhdlch-1,2
aabknlhl-1,2
aablafba-1,2
aabmhell-1,2
aabmkcpl-1,2
aabmokgc-1,2
aabnmamf-1,2
aabnnjnf-1,2
aaboebli-1,2
aaboehbb-1,2
aaboendh-1,2
aaboggoo-1,2
aabpaeag-1,2
aabpiggk-1,2
aabpjfcc-1,2
aabpjomi-1,2
aabplpcl-1,2
aacaadah-1,2
aacabchn-1,2
aacaiihj-1,2
aacakbdo-1,2
aacakmbc-1,2
aacbaelc-1,2
aacbgldc-1,2
aacbilgm-1,2
aacblnig-1,2
aaccanfj-1,2
aacdphoe-1,2
aacejenn-1,2
aacejmen-1,2
aacempne-1,2
aacepiln-1,2
aacepldl-1,2
aacficjj-1,2
aacgfnkm-1,2
aacgkhga-1,2
aacgllkm-1,2
aachfhnj-1,2
aachillg-1,2
aaciecol-1,2
aacjeebn-1,2
aackbjla-1,2
aackhjck-1,2
aackiaig-1,2
aackllgd-1,2
aackndle-1,2
aaclioia-1,2
aaclmeco-1,2
aacnhdoe-1,2
aacnpmla-1,2
aacoonep-1,2
aacpeoah-1,2
aacpllia-1,2
aadaedgh-1,2
aadbfeih-1,2
aadcalmj-1,2
aadchkgh-1,2
aadegbjh-1,2
aadejcko-1,2
aadfagai-1,2
aadfmkkg-1,2
aadginnj-1,2
aadhniab-1,2
aadhnmle-1,2
aadiagkp-1,2
aadieoph-1,2
aadilamm-1,2
aadjajio-1,2
aadjhipp-1,2
aadjnkdm-1,2
aadkhgen-1,2
aadkllmh-1,2
aadkmpcc-1,2
aadmgjdn-1,2
aadmpcgj-1,2
aadnnbin-1,2
aadonhhn-1,2
aadppjcl-1,2
aaeamggi-1,2
aaedkakl-1,2
aaedkbdd-1,2
aaedojjm-1,2
aaeffcch-1,2
aaeffhce-1,2
aaefmnoe-1,2
aaegoadj-1,2
aaehbcnm-1,2
aaehhnjp-1,2
aaehlgbh-1,2
aaejbpkk-1,1
aaejogic-1,2
aaekaadd-1,2
aaekamij-1,2
aaekhalg-1,2
aaemchef-1,2
aaemglkc-1,2
aaemifdj-1,2
aaenbpac-1,2
aaeohdoe-1,2
aaepiiop-1,2
aafablkk-1,2
aafbnncc-1,2
aafcbjcj-1,2
aafcihao-1,2
aafcodag-1,2
aafdimmf-1,2
aafdmfhh-1,1
aafdngdd-1,2
aafeecdi-1,2
aafggddf-1,2
aafgifcc-1,2
aafgmoaj-1,2
aafhlnih-1,2
aafiffee-1,2
aafimjjo-1,2
aafjbjpp-1,2
aafkccea-1,2
aafkehap-1,2
aafkehfa-1,2
aafkhijm-1,2
aafmilha-1,2
aafnlghc-1,2
aafoedlm-1,2
aafofmpa-1,2
aafophhk-1,2
aafpjjfm-1,2
aagadbdl-1,2
aagadilb-1,2
aagbfncm-1,2
aagbjdmb-1,2
aagcdodl-1,2
aagcggdg-1,2
aagclilb-1,2
aagdpmdi-1,2
aagekbgp-1,2
aagemedd-1,2
aagenpjk-1,2
aagfcfoh-1,2
aaggmiei-1,2
aaghfoio-1,2
aaghimpn-1,2
aaghmbne-1,2
aaghnmlh-1,2
aagikono-1,2
aagilblm-1,2
aagjgklg-1,2
aagjmmoc-1,2
aagmcfdn-1,2
aagmipce-1,2
aagnjloc-1,2
aagomdop-1,2
aagopdkd-1,2
aagphpjj-1,2
aagpkepn-1,2
aagpoili-1,2
aahaeegc-1,2
aahahiab-1,2
aahbfaic-1,2
aahddgac-1,2
aahdgdnh-1,2
aahegpea-1,2
aahepjdh-1,2
aahfmmif-1,2
aahgfabk-1,2
aahghpjf-1,2
aahhcipf-1,2
aahhjhod-1,2
aahilenk-1,2
aahjfofg-1,2
aahjpanj-1,2
aahkmfeh-1,2
aahknenk-1,2
aahljlhd-1,2
aahlpapl-1,2
aahlpgem-1,2
aahmcchf-1,2
aahnanhe-1,2
aahnlnla-1,2
aahnnpik-1,2
aahnoonf-1,2
aahofncl-1,2
aahoheik-1,2
aahpkpam-1,2
aahpppkh-1,2
aaiccjhk-1,2
aaicjhhj-1,2
aaidhffd-1,2
aaidkdee-1,2
aaieaibm-1,2
aaieailp-1,2
aaiffepg-1,2
aaifjdje-1,2
aaifjmgi-1,2
aaigliae-1,2
aaihbfai-1,2
aaihecgg-1,2
aaiheiml-1,2
aaihghga-1,2
aaiicfjb-1,2
aaiihppl-1,2
aaiinadd-1,2
aaiioldm-1,2
aaijbgod-1,2
aaijgbhm-1,2
aaijlbia-1,2
aaijleil-1,2
aaikmake-1,2
aaikpeka-1,2
aaimklgp-1,2
aaimpjik-1,2
aainnmfm-1,2
aaioiflp-1,2
aajblnla-1,2
aajckhja-1,2
aajcnldb-1,2
aajdbknn-1,2
aajdhkpk-1,2
aajdoill-1,2
aajgcngo-1,2
aajgeeob-1,2
aajgimcg-1,2
aajgojkg-1,2
aajhelgk-1,2
aajifani-1,2
aajijjcc-1,2
aajilbhk-1,2
aajjbkcm-1,2
aajkfnkd-1,2
aajkkkij-1,2
aajknhep-1,2
aajlllpi-1,2
aajmmfgg-1,2
aajnfiee-1,2
aajofdkn-1,2
aajojlka-1,2
aajopdef-1,2
aajpfeie-1,2
aajpmogo-1,2
aajpnihg-1,2
aakbeddf-1,2
aakblkmp-1,2
aakbpidj-1,2
aakcgdgd-1,2
aakdbnab-1,2
aakediac-1,2
aakekcpf-1,2
aakekldj-1,2
aakemefd-1,2
aakemmof-1,2
aakenbfg-1,2
aakfcgcm-1,2
aakgchdi-1,2
aakghbbe-1,2
aaklimdo-1,2
aaklmlia-1,2
aakloafc-1,1
aakmceob-1,2
aaknaanp-1,2
aaknbobb-1,2
aakngdcl-1,2
aakokaen-1,2
aakpnaln-1,2
aakppafp-1,2
aalabgdm-1,2
aalbfaag-1,2
aalbglad-1,2
aalbhfll-1,2
aalblkeh-1,2
aalbocle-1,2
aalcbglf-1,2
aaldebeb-1,2
aalfcdgf-1,2
aalgcogo-1,1
aalhiind-1,2
aalhkkec-1,1
aaljcbjo-1,1
aaljikam-1,2
aaljmone-1,1
aalkfbko-1,2
aalkpdkk-1,1
aallcbbp-1,2
aallcfnk-1,2
aallchfg-1,2
aalljeca-1,1
aalljhgk-1,2
aalmddmc-1,2
aalmkaea-1,2
aamadpcf-1,1
aamaieaa-1,2
aamaijlf-1,1
aambamci-1,1
aambfgmc-1,1
aamcdefn-1,1
aamcihmb-1,2
aamdlnam-1,1
aameabne-1,2
aamebcag-1,1
aamecikn-1,1
aamedolk-1,2
aamegcoo-1,2
aamejpgo-1,1
aamgeeod-1,1
aamhkkfc-1,1
aamibbhm-1,2
aamjbfak-1,1
aamjfebj-1,1
aamjllop-1,2
aamjomem-1,2
aamkifkd-1,1
aamkkeoi-1,2
aamkmhho-1,2
aamldaec-1,2
aamncmhk-1,2
