Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value
ENSG00000069431,ABCC9,0.2978183422791864,0.8532724270595355,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020963576948815372,0.0659063457459346,-2.036908761707573,0,0.11757718501333574,-0.8859037916321237,0.0000000000000000000000000000000000000000000000000000000000002203969283581406,0.7251509629438609,2.160457627953244,0,0.2078973469788451,0.014365036732128189,0.8358175452409735,0.08325637119715025,-1.4195501359920564,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000022789842501362983
ENSG00000123612,ACVR1C,0.3067446655215322,-1.1903518349182796,0,0.7897419278812176,0.7163629127668547,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001940677083170969,0.4812121692563005,-0.2949606907049128,0.0000000000004576944523228599,0.22551523966071776,-1.4297092803131943,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000042867639330439476,0.374337757379394,-0.6598476725477505,0.000000000000000000000000000000015987875284514382,1.1473933951769906,1.198530013235882,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000017209911005879654
ENSG00000151388,ADAMTS12,0.019086700389163328,-0.5723056357076812,0.000000000012019949010426523,0.015393000235682328,-0.9687630544160282,0.00000000000000000000000000016963662023657264,0.04552462708451336,0.989784511761739,0.00000000000000000000017246849878078465,0.0594064092865316,1.3933523076729912,0.000000000000000000000000000000000004179962349020548,0.022464349870012734,-0.18377601998396553,0.25441647299592657,0.029409493256426646,0.23898471462585746,0.03216868145897685
ENSG00000145536,ADAMTS16,0.007116377515787189,-1.4101721453574543,0.00000000000000000000000000015123125582943705,0.012476431769974098,-0.4107952036086564,0.0003361392661420628,0.00989177082330167,-0.6798109155766525,0.0001678860972670718,0.07806296757486383,2.9642982300128464,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000024143211544789868,0.014499716734280946,-0.06544029424454667,0.7722745704216558,0.008780532159292847,-0.8688166610428123,0.0000013468226743015571
ENSG00000156140,ADAMTS3,0.03607550914072465,0.04870732992260862,0.4904467589909455,0.03273037944850348,-0.15343662891406407,0.029405146077929746,0.027314776250708016,-0.4043495344967445,0.000194490976127446,0.01620174798723589,-1.1727863187565104,0.0000000000000017962413862525545,0.03206275390538181,-0.13765235774276352,0.3235867470557023,0.0612521460268742,0.9520619146485911,0.0000000000000000000000000002663427105141912
ENSG00000197381,ADARB1,0.4231159487132198,-0.8352379341017336,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010486870453835517,1.0207584551025237,1.0814540838605262,0,0.3589139118045708,-0.9416850596333093,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000022696843477712626,0.7626277335405985,0.2470557414566879,0.00000000018503110113550657,0.39455567226240545,-0.7616535191114329,0.00000000000000000000000000000000000000000000000000000000022454699451854974,0.6151661988709386,-0.09491761151974176,0.004024002673557584
ENSG00000141433,ADCYAP1,0.2330716474245677,-1.249775296954027,0,0.2769929884515678,-0.9532519029809601,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000023208129702929167,0.22526259920336983,-1.102952051982338,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012762459457759255,0.18574731278295692,-1.3608242497498029,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000030371098588310777,0.1837992262091951,-1.3615204694351837,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000021189368987647456,2.018464501196476,3.07139908056579,0
ENSG00000120907,ADRA1A,0.9947708523946912,0.751061978945008,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000032776224344007126,0.580437632571295,-0.4241026526757984,0.0000000000000000000000000000000000000000000000000000000000000000000000020466542339189254,0.6166619856435563,-0.2414943930469215,0.000000000003466904879383341,0.5420221144820735,-0.431432994007244,0.0000000000000000000000007098512587088887,0.9735232348213699,0.47758079019836575,0.000000000000000000000000000017985016080808398,0.4282360744676801,-0.819466107255725,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002254085510141639
ENSG00000170214,ADRA1B,0.07844469319425532,-1.6463958725289602,0,0.3202959285882636,1.2400289534957334,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000028816277380896258,0.06508335575785984,-1.6896708944208547,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003090279707343829,0.5081457323269438,1.6037865892901633,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000927471977433977,0.25834002350514645,0.44793186030794097,0.00000000036374525026166736,0.04453739806099143,-2.2631264445168067,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000017999591271378004
ENSG00000159723,AGRP,0.014479565812468731,-1.6277357507029766,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010436887015687278,0.0855526749941081,2.7881246551545806,0,0.013938404341925078,-1.442931144767699,0.000000000000000000000000000000018814610077721446,0.006873468843069772,-2.427783053862518,0.00000000000000000000000000000000000000000008025839546587255,0.014295495371826285,-1.3459902910945916,0.000000000000000050321992393096826,0.008040005350677788,-2.2669209947924482,0.00000000000000000000000000000000000000000000000000000000000005752990398581257
