NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
DCLK2	1	DCLK2	
ITGA2	1	ITGA2	
PTPN11	1	PTPN11	
ADRM1	1	ADRM1	
ZCCHC10	1	ZCCHC10	
ZCWPW1	1	ZCWPW1	
KLHL13	1	KLHL13	
DDRGK1	1	DDRGK1	
UBA7	1	UBA7	
NUTM2A-AS1	1	NUTM2A-AS1	
C21orf58	1	C21orf58	
SALL3	1	SALL3	
ARHGAP1	1	ARHGAP1	
DNAJB11	1	DNAJB11	
SHFL	1	SHFL	
CCDC69	1	CCDC69	
DND1	1	DND1	
CS	1	CS	
C4orf48	1	C4orf48	
UTP15	1	UTP15	
HPGD	1	HPGD	
KIF20B	1	KIF20B	
KIAA0930	1	KIAA0930	
DNM2	1	DNM2	
CA5B	1	CA5B	
DTYMK	1	DTYMK	
NDUFV1	1	NDUFV1	
WDR97	1	WDR97	
POP4	1	POP4	
PSD	1	PSD	
CDC37L1-DT	1	CDC37L1-DT	
CLIP4	1	CLIP4	
SERP1	1	SERP1	
PCNX4	1	PCNX4	
CDK11A	1	CDK11A	
COASY	1	COASY	
SLC50A1	1	SLC50A1	
MAD2L1	1	MAD2L1	
EIF2AK2	1	EIF2AK2	
ARPC1A	1	ARPC1A	
SSR1	1	SSR1	
TBRG1	1	TBRG1	
EOLA2	1	CXorf40B	
SEMA6C	1	SEMA6C	
NDUFC2	1	NDUFC2	
CLDN15	1	CLDN15	
ZBTB2	1	ZBTB2	
CYB5R1	1	CYB5R1	
DNAJC30	1	DNAJC30	
JAGN1	1	JAGN1	
ABHD6	1	ABHD6	
ERN1	1	ERN1	
C12orf57	1	C12orf57	
MMP24	1	MMP24	
MTIF2	1	MTIF2	
SYNGR2	1	SYNGR2	
SLC9A6	1	SLC9A6	
NADSYN1	1	NADSYN1	
AMN1	1	AMN1	
MDN1	1	MDN1	
UFD1	1	UFD1	
RBM15	1	RBM15	
SEC22B	1	SEC22B	
TIMM21	1	TIMM21	
ZMAT1	1	ZMAT1	
NUP42	1	NUP42	
KIFC3	1	KIFC3	
LRRN1	1	LRRN1	
PAN2	1	PAN2	
RAE1	1	RAE1	
HDAC3	1	HDAC3	
PACS1	1	PACS1	
MRPL24	1	MRPL24	
MRPL49	1	MRPL49	
ENY2	1	ENY2	
CENPB	1	CENPB	
TOP1MT	1	TOP1MT	
MISP	1	MISP	
UBE2R2	1	UBE2R2	
SNTA1	1	SNTA1	
DPCD	1	DPCD	
TMEM160	1	TMEM160	
AHCYL1	1	AHCYL1	
PLXDC2	1	PLXDC2	
ACD	1	ACD	
CAPZA2	1	CAPZA2	
SRXN1	1	SRXN1	
PNMA5	1	PNMA5	
COP1	1	COP1	
LZTS2	1	LZTS2	
CKAP4	1	CKAP4	
IRF1-AS1	1	C5orf56	
NOSIP	1	NOSIP	
TSEN15	1	TSEN15	
UBE2Z	1	UBE2Z	
WDR59	1	WDR59	
AP1B1	1	AP1B1	
PFDN2	1	PFDN2	
OSCP1	1	OSCP1	
PPM1G	1	PPM1G	
ODAD4	1	TTC25	
FOXRED1	1	FOXRED1	
PCCA-DT	1	PCCA-DT	
HDAC8	1	HDAC8	
PRPF40B	1	PRPF40B	
TONSL	1	TONSL	
JTB	1	JTB	
MAP4K5	1	MAP4K5	
LYPLAL1	1	LYPLAL1	
FAM76B	1	FAM76B	
MBTPS1	1	MBTPS1	
ERP44	1	ERP44	
PSMD11	1	PSMD11	
TOR3A	1	TOR3A	
RABL2B	1	RABL2B	
PHF8	1	PHF8	
ZNF589	1	ZNF589	
CDR2L	1	CDR2L	
SLC30A6	1	SLC30A6	
PIN4	1	PIN4	
SPRED1	1	SPRED1	
IL18	1	IL18	
UBE2W	1	UBE2W	
AKR1A1	1	AKR1A1	
RTF2	1	RTF2	
DHX9	1	DHX9	
RGS2	1	RGS2	
XKR4	1	XKR4	
VAC14	1	VAC14	
PFKM	1	PFKM	
LFNG	1	LFNG	
PHF6	1	PHF6	
EIF4E3	1	EIF4E3	
DHRS7	1	DHRS7	
ITGB2	1	ITGB2	
ZNF354A	1	ZNF354A	
METAP2	1	METAP2	
ZNF559	1	ZNF559	
NOL9	1	NOL9	
SLC16A7	1	SLC16A7	
INTS6	1	INTS6	
PTOV1	1	PTOV1	
SLC4A2	1	SLC4A2	
TXNDC9	1	TXNDC9	
NDUFA2	1	NDUFA2	
HMGCL	1	HMGCL	
TMEM147-AS1	1	TMEM147-AS1	
DHX40	1	DHX40	
CEP112	1	CEP112	
KDM4C	1	KDM4C	
THAP7	1	THAP7	
NIN	1	NIN	
GUK1	1	GUK1	
TGOLN2	1	TGOLN2	
ACADS	1	ACADS	
YY1	1	YY1	
CCDC32	1	CCDC32	
METTL5	1	METTL5	
FLYWCH1	1	FLYWCH1	
PAIP1	1	PAIP1	
LSM6	1	LSM6	
MAP4K4	1	MAP4K4	
ZNF789	1	ZNF789	
LINC00667	1	LINC00667	
PHF3	1	PHF3	
DEK	1	DEK	
TAF12	1	TAF12	
CT66	1	CT66	
DNAJC27	1	DNAJC27	
ZBTB7A	1	ZBTB7A	
CCDC117	1	CCDC117	
TXNL4A	1	TXNL4A	
C19orf25	1	C19orf25	
COX6A1	1	COX6A1	
CHTF18	1	CHTF18	
ADH5	1	ADH5	
HTR2C	1	HTR2C	
SPRYD4	1	SPRYD4	
RNPEPL1	1	RNPEPL1	
IL17RE	1	IL17RE	
ATP5MG	1	ATP5MG	
MCF2L	1	MCF2L	
RRM2B	1	RRM2B	
APP	1	APP	
MAP4K2	1	MAP4K2	
PTPRN2	1	PTPRN2	
SIN3A	1	SIN3A	
TRIB1	1	TRIB1	
TNRC6C	1	TNRC6C	
FHIP2A	1	FAM160B1	
SLC46A1	1	SLC46A1	
CNIH4	1	CNIH4	
ATIC	1	ATIC	
CLPB	1	CLPB	
FXYD6	1	FXYD6	
FAM27E3	1	FAM27E3	
RIPOR3	1	RIPOR3	
CUX1	1	CUX1	
OAS2	1	OAS2	
ZNF350	1	ZNF350	
SUCLG2-DT	1	SUCLG2-AS1	
PPARGC1B	1	PPARGC1B	
EFCAB6	1	EFCAB6	
TMEM177	1	TMEM177	
SH3BGRL	1	SH3BGRL	
PHF2	1	PHF2	
RET	1	RET	
RIMBP2	1	RIMBP2	
POLI	1	POLI	
CPT1C	1	CPT1C	
TMEM127	1	TMEM127	
ANGEL2	1	ANGEL2	
MAN1C1	1	MAN1C1	
NUP133	1	NUP133	
SNHG20	1	SNHG20	
TMEM68	1	TMEM68	
TMEM51	1	TMEM51	
PARP8	1	PARP8	
SND1	1	SND1	
ZNF727	1	ZNF727	
TESK1	1	TESK1	
MIEF2	1	MIEF2	
RUFY2	1	RUFY2	
ARSD	1	ARSD	
COPA	1	COPA	
ABCD2	1	ABCD2	
BCL7B	1	BCL7B	
CCDC148	1	CCDC148	
TNIP2	1	TNIP2	
MMD	1	MMD	
PACRGL	1	PACRGL	
INTS6L	1	INTS6L	
LAMTOR4	1	LAMTOR4	
ASXL1	1	ASXL1	
GTDC1	1	GTDC1	
STXBP5	1	STXBP5	
ICE2	1	ICE2	
BBS4	1	BBS4	
EXOSC4	1	EXOSC4	
IPO13	1	IPO13	
SLC39A6	1	SLC39A6	
FAM204A	1	FAM204A	
LYPD1	1	LYPD1	
SNHG11	1	SNHG11	
IQCA1	1	IQCA1	
YWHAQ	1	YWHAQ	
HUWE1	1	HUWE1	
AFMID	1	AFMID	
AKNA	1	AKNA	
TBC1D20	1	TBC1D20	
R3HDM1	1	R3HDM1	
LINC01138	1	LINC01138	
EIF3A	1	EIF3A	
DGKD	1	DGKD	
GOSR1	1	GOSR1	
FHIP2B	1	FAM160B2	
XPR1	1	XPR1	
COL9A2	1	COL9A2	
MISP3	1	MISP3	
CAPNS1	1	CAPNS1	
BCL11A	1	BCL11A	
SYNE1	1	SYNE1	
ZGLP1	1	ZGLP1	
ARF4	1	ARF4	
CASP3	1	CASP3	
PARD3B	1	PARD3B	
SRGAP2B	1	SRGAP2B	
HESX1	1	HESX1	
MFSD8	1	MFSD8	
OXT	1	OXT	
NMRAL1	1	NMRAL1	
EPB41L2	1	EPB41L2	
STX4	1	STX4	
SIAH2	1	SIAH2	
CPSF2	1	CPSF2	
HYDIN	1	HYDIN	
PRPF39	1	PRPF39	
CDK10	1	CDK10	
PSD2	1	PSD2	
RPL35	1	RPL35	
IFIT3	1	IFIT3	
LIG4	1	LIG4	
FAM120AOS	1	FAM120AOS	
B4GALT3	1	B4GALT3	
C17orf67	1	C17orf67	
UMAD1	1	UMAD1	
ZNF169	1	ZNF169	
SKP1	1	SKP1	
COG4	1	COG4	
GPR149	1	GPR149	
GLI4	1	GLI4	
PRAF2	1	PRAF2	
SLC6A8	1	SLC6A8	
PIGS	1	PIGS	
TCF20	1	TCF20	
IVD	1	IVD	
COMMD6	1	COMMD6	
PRPF31	1	PRPF31	
BLTP3B	1	UHRF1BP1L	
PLAAT3	1	PLAAT3	
CCT7	1	CCT7	
ZNF615	1	ZNF615	
TMEM104	1	TMEM104	
TCEA3	1	TCEA3	
TBC1D32	1	TBC1D32	
ZNF558	1	ZNF558	
MED4	1	MED4	
NOL7	1	NOL7	
TAF4B	1	TAF4B	
LINC00339	1	LINC00339	
S100A13	1	S100A13	
ATR	1	ATR	
SHISA5	1	SHISA5	
NOP10	1	NOP10	
BLTP3A	1	UHRF1BP1	
R3HDM4	1	R3HDM4	
ANAPC5	1	ANAPC5	
RPL11	1	RPL11	
CYGB	1	CYGB	
EIF3K	1	EIF3K	
SNN	1	SNN	
TRIM65	1	TRIM65	
KIAA1755	1	KIAA1755	
MEF2A	1	MEF2A	
SCAP	1	SCAP	
MYSM1	1	MYSM1	
MEPCE	1	MEPCE	
ELOC	1	ELOC	
SLC29A4	1	SLC29A4	
ARHGAP23	1	ARHGAP23	
ADI1	1	ADI1	
SMIM4	1	SMIM4	
CLPP	1	CLPP	
ADAP2	1	ADAP2	
DAD1	1	DAD1	
DKK3	1	DKK3	
PIK3AP1	1	PIK3AP1	
ZNF235	1	ZNF235	
RPL26	1	RPL26	
DEAF1	1	DEAF1	
MRPL11	1	MRPL11	
ARPC1B	1	ARPC1B	
LTB4R	1	LTB4R	
GPALPP1	1	GPALPP1	
ATG13	1	ATG13	
NPB	1	NPB	
PLEKHM1	1	PLEKHM1	
CAD	1	CAD	
EGFL8	1	EGFL8	
VAMP2	1	VAMP2	
YTHDC2	1	YTHDC2	
PHKB	1	PHKB	
NDUFA6-DT	1	NDUFA6-DT	
HES6	1	HES6	
PDCD5	1	PDCD5	
PBLD	1	PBLD	
HEPACAM	1	HEPACAM	
TRIP13	1	TRIP13	
PC	1	PC	
MAN2B2	1	MAN2B2	
OSBPL5	1	OSBPL5	
SERBP1	1	SERBP1	
TAB2	1	TAB2	
NOLC1	1	NOLC1	
GID8	1	GID8	
C11orf91	1	C11orf91	
SLC38A10	1	SLC38A10	
ZBTB14	1	ZBTB14	
BMT2	1	BMT2	
MMP21	1	MMP21	
GDAP2	1	GDAP2	
MARS1	1	MARS	
THY1	1	THY1	
TASOR	1	TASOR	
TDP2	1	TDP2	
AMMECR1L	1	AMMECR1L	
CC2D2A	1	CC2D2A	
DNASE1L1	1	DNASE1L1	
KDM1B	1	KDM1B	
CTSA	1	CTSA	
DNAJA4	1	DNAJA4	
RASSF1	1	RASSF1	
CP	1	CP	
LRWD1	1	LRWD1	
PCCA	1	PCCA	
FAM174B	1	FAM174B	
ZDHHC3	1	ZDHHC3	
EDIL3	1	EDIL3	
CKMT2-AS1	1	CKMT2-AS1	
POU6F1	1	POU6F1	
ELOVL1	1	ELOVL1	
CDK11B	1	CDK11B	
WDR89	1	WDR89	
C4orf3	1	C4orf3	
HMG20A	1	HMG20A	
CFAP36	1	CFAP36	
IFNAR2	1	IFNAR2	
ANKRD20A3P	1	ANKRD20A3	
RFX5	1	RFX5	
PPM1J	1	PPM1J	
LINC01833	1	LINC01833	
ZFP41	1	ZFP41	
ABCB8	1	ABCB8	
TTC23	1	TTC23	
ARL1	1	ARL1	
SOX5	1	SOX5	
APBB3	1	APBB3	
INPP5A	1	INPP5A	
MRPS28	1	MRPS28	
SMAD5	1	SMAD5	
EEF1B2	1	EEF1B2	
SLC25A39	1	SLC25A39	
PDE4D	1	PDE4D	
WASHC2C	1	WASHC2C	
PSMG2	1	PSMG2	
DLST	1	DLST	
SPA17	1	SPA17	
DUSP12	1	DUSP12	
RNF44	1	RNF44	
THOC3	1	THOC3	
CSTF3	1	CSTF3	
DNAAF1	1	DNAAF1	
CRYGD	1	CRYGD	
TRIAP1	1	TRIAP1	
CHUK	1	CHUK	
NUDT5	1	NUDT5	
RNF181	1	RNF181	
TYROBP	1	TYROBP	
ZFTRAF1	1	CYHR1	
HSPBP1	1	HSPBP1	
DNAJC19	1	DNAJC19	
PDK4	1	PDK4	
KCTD3	1	KCTD3	
MRPL57	1	MRPL57	
UACA	1	UACA	
HSBP1	1	HSBP1	
EIF3B	1	EIF3B	
CFDP1	1	CFDP1	
ATL2	1	ATL2	
FDFT1	1	FDFT1	
NUDT2	1	NUDT2	
NUDT11	1	NUDT11	
FOXK2	1	FOXK2	
GPAA1	1	GPAA1	
RALGDS	1	RALGDS	
TRIM61	1	TRIM61	
DBR1	1	DBR1	
ATP5PD	1	ATP5PD	
CLOCK	1	CLOCK	
CTNNA3	1	CTNNA3	
SPCS3	1	SPCS3	
TMBIM4	1	TMBIM4	
ANKRA2	1	ANKRA2	
CSTF2T	1	CSTF2T	
ANKRD9	1	ANKRD9	
RHOBTB1	1	RHOBTB1	
RIIAD1	1	RIIAD1	
WDR74	1	WDR74	
ATRNL1	1	ATRNL1	
MDP1	1	MDP1	
POLR1F	1	TWISTNB	
GTF3C1	1	GTF3C1	
CCNI	1	CCNI	
SNCG	1	SNCG	
SEC61G	1	SEC61G	
TLCD1	1	TLCD1	
B4GALT5	1	B4GALT5	
PLA2R1	1	PLA2R1	
ZNF296	1	ZNF296	
AP3S1	1	AP3S1	
SFMBT1	1	SFMBT1	
AP3D1	1	AP3D1	
CRADD	1	CRADD	
EXOSC5	1	EXOSC5	
SLC7A6	1	SLC7A6	
OSBP	1	OSBP	
LEPROTL1	1	LEPROTL1	
RBP4	1	RBP4	
PLK5	1	PLK5	
RAB10	1	RAB10	
SUPT4H1	1	SUPT4H1	
MXD1	1	MXD1	
NPLOC4	1	NPLOC4	
SNHG1	1	SNHG1	
MXD4	1	MXD4	
PPM1N	1	PPM1N	
HADHB	1	HADHB	
MLLT6	1	MLLT6	
BBOX1	1	BBOX1	
RCBTB2	1	RCBTB2	
CCDC9B	1	CCDC9B	
ATG3	1	ATG3	
MPG	1	MPG	
DTX2	1	DTX2	
FZD3	1	FZD3	
EIF4G1	1	EIF4G1	
MLIP	1	MLIP	
IPO11	1	IPO11	
SSR2	1	SSR2	
COPS7A	1	COPS7A	
RYR3	1	RYR3	
RBM15B	1	RBM15B	
MARCHF7	1	MARCH7	
IRF9	1	IRF9	
C19orf53	1	C19orf53	
TPD52L2	1	TPD52L2	
MPZL3	1	MPZL3	
DCUN1D3	1	DCUN1D3	
FAM240C	1	FAM240C	
TRIM33	1	TRIM33	
ZNF436	1	ZNF436	
FZD8	1	FZD8	
TTC9B	1	TTC9B	
C1orf226	1	C1orf226	
CXCL12	1	CXCL12	
STYXL1	1	STYXL1	
SSC4D	1	SSC4D	
CLINT1	1	CLINT1	
SMG7	1	SMG7	
ABCA2	1	ABCA2	
NRARP	1	NRARP	
GRIK5	1	GRIK5	
SMARCE1	1	SMARCE1	
DPP7	1	DPP7	
CCNJ	1	CCNJ	
DEPDC5	1	DEPDC5	
RAPGEFL1	1	RAPGEFL1	
SLC46A3	1	SLC46A3	
RASSF4	1	RASSF4	
MYO10	1	MYO10	
CAMK2D	1	CAMK2D	
FASTKD2	1	FASTKD2	
SENP6	1	SENP6	
NETO2	1	NETO2	
NAF1	1	NAF1	
CFAP20	1	CFAP20	
AP4S1	1	AP4S1	
MAPK1IP1L	1	MAPK1IP1L	
TTC7A	1	TTC7A	
AMDHD2	1	AMDHD2	
CYB561A3	1	CYB561A3	
CCDC157	1	CCDC157	
IRF3	1	IRF3	
ADGRL2	1	ADGRL2	
MIF	1	MIF	
SPIDR	1	SPIDR	
SMS	1	SMS	
GLMN	1	GLMN	
CYTH1	1	CYTH1	
MIA3	1	MIA3	
YWHAE	1	YWHAE	
THUMPD3-AS1	1	THUMPD3-AS1	
PEX13	1	PEX13	
EBP	1	EBP	
CLSTN1	1	CLSTN1	
TRAK1	1	TRAK1	
NRBP2	1	NRBP2	
SLC25A25	1	SLC25A25	
UNC119B	1	UNC119B	
SLC9A3R1	1	SLC9A3R1	
EPB41L4B	1	EPB41L4B	
GPRC5B	1	GPRC5B	
BTF3	1	BTF3	
CHCHD3	1	CHCHD3	
SRSF1	1	SRSF1	
PARP10	1	PARP10	
MIR29B2CHG	1	MIR29B2CHG	
SOD2	1	SOD2	
FNIP2	1	FNIP2	
TMEM185B	1	TMEM185B	
AQR	1	AQR	
TMEM165	1	TMEM165	
ZNF619	1	ZNF619	
RANBP2	1	RANBP2	
MRPL40	1	MRPL40	
HIPK1-AS1	1	HIPK1-AS1	
G6PC3	1	G6PC3	
GLIPR1L2	1	GLIPR1L2	
MYG1	1	C12orf10	
ZNF813	1	ZNF813	
APLP2	1	APLP2	
KCTD6	1	KCTD6	
ATP11B	1	ATP11B	
FASN	1	FASN	
ETF1	1	ETF1	
ANXA7	1	ANXA7	
HEPH	1	HEPH	
ITGB1BP1	1	ITGB1BP1	
UPK3BL1	1	UPK3BL1	
FBXW9	1	FBXW9	
XKR6	1	XKR6	
IQSEC2	1	IQSEC2	
ZNF33B	1	ZNF33B	
WASHC5	1	WASHC5	
RNF25	1	RNF25	
GLI3	1	GLI3	
CALCOCO1	1	CALCOCO1	
WDR35	1	WDR35	
SNX11	1	SNX11	
C4orf47	1	C4orf47	
MYBBP1A	1	MYBBP1A	
CTTN	1	CTTN	
FFAR4	1	FFAR4	
CYB5D1	1	CYB5D1	
SMAD2	1	SMAD2	
ATP2B1-AS1	1	ATP2B1-AS1	
GANAB	1	GANAB	
EXOSC3	1	EXOSC3	
CA10	1	CA10	
EP300	1	EP300	
EXOSC1	1	EXOSC1	
ADORA1	1	ADORA1	
RETREG3	1	RETREG3	
MRPS22	1	MRPS22	
NAXD	1	NAXD	
UBE2L3	1	UBE2L3	
TMEM86A	1	TMEM86A	
FCSK	1	FCSK	
HGF	1	HGF	
SPRTN	1	SPRTN	
MPDU1	1	MPDU1	
TMEM11	1	TMEM11	
GNG4	1	GNG4	
AIFM3	1	AIFM3	
SETMAR	1	SETMAR	
MYORG	1	MYORG	
ANKMY1	1	ANKMY1	
TMEM134	1	TMEM134	
WDR54	1	WDR54	
NOP16	1	NOP16	
SASH1	1	SASH1	
ENDOV	1	ENDOV	
C8orf33	1	C8orf33	
CHKB	1	CHKB	
FADS2	1	FADS2	
ASB13	1	ASB13	
UCP3	1	UCP3	
GIMAP4	1	GIMAP4	
SUPT5H	1	SUPT5H	
ZGRF1	1	ZGRF1	
MTARC1	1	MARC1	
DYRK2	1	DYRK2	
SLC35E4	1	SLC35E4	
TRNAU1AP	1	TRNAU1AP	
BNIP1	1	BNIP1	
ATP2C2	1	ATP2C2	
LIMS1	1	LIMS1	
RPS6KB1	1	RPS6KB1	
POM121	1	POM121	
UBE2J1	1	UBE2J1	
FNTA	1	FNTA	
OMA1	1	OMA1	
OXCT1-AS1	1	OXCT1-AS1	
VASH1	1	VASH1	
VPS18	1	VPS18	
VWA8	1	VWA8	
NCOR2	1	NCOR2	
PRNP	1	PRNP	
TMEM186	1	TMEM186	
DAAM1	1	DAAM1	
SNRPC	1	SNRPC	
TMEM109	1	TMEM109	
GNB1L	1	GNB1L	
OFD1	1	OFD1	
SRRM4	1	SRRM4	
UBA5	1	UBA5	
ECE1	1	ECE1	
ZNF561	1	ZNF561	
ZNF436-AS1	1	ZNF436-AS1	
ZNF91	1	ZNF91	
URB1	1	URB1	
GNAI2	1	GNAI2	
CTR9	1	CTR9	
ZBTB10	1	ZBTB10	
CCNG2	1	CCNG2	
TP53RK	1	TP53RK	
MFSD1	1	MFSD1	
TRMT10B	1	TRMT10B	
DEUP1	1	DEUP1	
ZNF653	1	ZNF653	
COPS3	1	COPS3	
BICDL1	1	BICDL1	
KCTD17	1	KCTD17	
CLK3	1	CLK3	
PNPLA2	1	PNPLA2	
DUSP7	1	DUSP7	
CHMP3	1	CHMP3	
COL6A1	1	COL6A1	
YEATS4	1	YEATS4	
SEC11C	1	SEC11C	
UTP18	1	UTP18	
RPL6	1	RPL6	
TMEM184C	1	TMEM184C	
SDHC	1	SDHC	
DTD1	1	DTD1	
FKBP2	1	FKBP2	
TMEM147	1	TMEM147	
FH	1	FH	
POLR3D	1	POLR3D	
ZNF592	1	ZNF592	
TRIM46	1	TRIM46	
ZNF605	1	ZNF605	
NAT14	1	NAT14	
GTF2B	1	GTF2B	
MINK1	1	MINK1	
SPOCK3	1	SPOCK3	
EEF2K	1	EEF2K	
ZNF230	1	ZNF230	
KHDRBS1	1	KHDRBS1	
SNRNP70	1	SNRNP70	
PRRC1	1	PRRC1	
PCBP2	1	PCBP2	
RTN4IP1	1	RTN4IP1	
ZNF513	1	ZNF513	
YTHDC1	1	YTHDC1	
METTL17	1	METTL17	
PDHA1	1	PDHA1	
TMEM192	1	TMEM192	
CYBA	1	CYBA	
CRKL	1	CRKL	
RPA1	1	RPA1	
CENPJ	1	CENPJ	
SELENOW	1	SELENOW	
PAQR9-AS1	1	PAQR9-AS1	
TSEN34	1	TSEN34	
IDNK	1	IDNK	
ANKRD27	1	ANKRD27	
GNL3	1	GNL3	
NDUFA4	1	NDUFA4	
ATP13A1	1	ATP13A1	
TRPV3	1	TRPV3	
MED15	1	MED15	
NARF	1	NARF	
TMCC2	1	TMCC2	
ANKHD1	1	ANKHD1	
ALDH18A1	1	ALDH18A1	
SDF2	1	SDF2	
COX5B	1	COX5B	
SYNE2	1	SYNE2	
TOM1L1	1	TOM1L1	
CLSTN2	1	CLSTN2	
RPUSD4	1	RPUSD4	
RUSC2	1	RUSC2	
STPG1	1	STPG1	
ZNF703	1	ZNF703	
GALNT8	1	GALNT8	
MICAL3	1	MICAL3	
CNOT2	1	CNOT2	
PLGLB1	1	PLGLB1	
RHPN1	1	RHPN1	
ZDHHC6	1	ZDHHC6	
PCSK7	1	PCSK7	
API5	1	API5	
RTL8C	1	RTL8C	
CBFB	1	CBFB	
LIN54	1	LIN54	
ZNF814	1	ZNF814	
SEC22C	1	SEC22C	
TRPC4AP	1	TRPC4AP	
ELF2	1	ELF2	
ST13	1	ST13	
ODR4	1	ODR4	
RWDD1	1	RWDD1	
MCPH1-AS1	1	MCPH1-AS1	
USP11	1	USP11	
MYD88	1	MYD88	
TPP1	1	TPP1	
HNRNPU	1	HNRNPU	
TMEM138	1	TMEM138	
SLC25A53	1	SLC25A53	
MCC	1	MCC	
LRRC41	1	LRRC41	
STARD8	1	STARD8	
CTSB	1	CTSB	
FAM13A	1	FAM13A	
SIRT7	1	SIRT7	
WDR17	1	WDR17	
ANAPC16	1	ANAPC16	
CIDEB	1	CIDEB	
STARD10	1	STARD10	
LARP4B	1	LARP4B	
PCDHB16	1	PCDHB16	
LCP2	1	LCP2	
AEBP2	1	AEBP2	
EPN2	1	EPN2	
MPV17	1	MPV17	
AIMP1	1	AIMP1	
KMT2E-AS1	1	KMT2E-AS1	
PRSS35	1	PRSS35	
SEPTIN5	1	SEPTIN5	
CSPP1	1	CSPP1	
ZNF738	1	ZNF738	
ATP5PB	1	ATP5PB	
CCNL2	1	CCNL2	
HMGN3	1	HMGN3	
C22orf39	1	C22orf39	
TYMS	1	TYMS	
KLRC2	1	KLRC2	
GTF3C2	1	GTF3C2	
LRP3	1	LRP3	
OSBPL8	1	OSBPL8	
BAG1	1	BAG1	
CHRDL1	1	CHRDL1	
PSTPIP1	1	PSTPIP1	
HS6ST1	1	HS6ST1	
METTL23	1	METTL23	
SUPV3L1	1	SUPV3L1	
RANGRF	1	RANGRF	
CACNB2	1	CACNB2	
SHMT2	1	SHMT2	
IFT20	1	IFT20	
CTDP1	1	CTDP1	
GABBR2	1	GABBR2	
TNFAIP8L1	1	TNFAIP8L1	
NIPBL-DT	1	NIPBL-DT	
KIAA1328	1	KIAA1328	
MPP1	1	MPP1	
SMDT1	1	SMDT1	
NRF1	1	NRF1	
MTERF3	1	MTERF3	
OSBPL9	1	OSBPL9	
ZNF507	1	ZNF507	
TMEM129	1	TMEM129	
UBL7	1	UBL7	
PAK5	1	PAK5	
WARS2	1	WARS2	
ZNF830	1	ZNF830	
PEX16	1	PEX16	
CPLX2	1	CPLX2	
COLGALT1	1	COLGALT1	
BAX	1	BAX	
DTNA	1	DTNA	
CLPTM1	1	CLPTM1	
MAF	1	MAF	
CFL1	1	CFL1	
WDR25	1	WDR25	
DENND4A	1	DENND4A	
RARS2	1	RARS2	
MRPL55	1	MRPL55	
RSL1D1	1	RSL1D1	
MIER3	1	MIER3	
BID	1	BID	
MEA1	1	MEA1	
ZNF337	1	ZNF337	
ANAPC4	1	ANAPC4	
POLDIP2	1	POLDIP2	
RNPS1	1	RNPS1	
DGUOK	1	DGUOK	
ARPC2	1	ARPC2	
TMED3	1	TMED3	
FREM1	1	FREM1	
MAGEL2	1	MAGEL2	
SP1	1	SP1	
IRAK2	1	IRAK2	
GORAB	1	GORAB	
PLPPR2	1	PLPPR2	
USP21	1	USP21	
PCYT2	1	PCYT2	
NAT9	1	NAT9	
MED29	1	MED29	
RPS23	1	RPS23	
TSPYL2	1	TSPYL2	
TMEM87A	1	TMEM87A	
KALRN	1	KALRN	
PRR4	1	PRR4	
PI4KB	1	PI4KB	
TERF1	1	TERF1	
PLOD3	1	PLOD3	
ALDOC	1	ALDOC	
EXOSC10	1	EXOSC10	
SHLD3	1	SHLD3	
ZNF136	1	ZNF136	
NUDT22	1	NUDT22	
ATG5	1	ATG5	
SEC31A	1	SEC31A	
MZF1	1	MZF1	
E2F4	1	E2F4	
SGSH	1	SGSH	
CCDC126	1	CCDC126	
PPP1R7	1	PPP1R7	
FICD	1	FICD	
CTSH	1	CTSH	
PMS2	1	PMS2	
ILF3	1	ILF3	
APEX1	1	APEX1	
KANSL1	1	KANSL1	
PMPCA	1	PMPCA	
NDUFB7	1	NDUFB7	
PPA2	1	PPA2	
ATF6	1	ATF6	
RBM34	1	RBM34	
IGF1R	1	IGF1R	
NOL10	1	NOL10	
MIER1	1	MIER1	
SPATA4	1	SPATA4	
SPATA1	1	SPATA1	
DHX38	1	DHX38	
KCNB1	1	KCNB1	
MYH15	1	MYH15	
FUBP3	1	FUBP3	
AHI1-DT	1	LINC00271	
PTBP3	1	PTBP3	
MTREX	1	MTREX	
TRMT2A	1	TRMT2A	
HINT3	1	HINT3	
MCRIP1	1	MCRIP1	
PHLDB1	1	PHLDB1	
LAS1L	1	LAS1L	
TFG	1	TFG	
AMFR	1	AMFR	
SMPD1	1	SMPD1	
RAB29	1	RAB29	
ZNF521	1	ZNF521	
HSD11B1L	1	HSD11B1L	
TPCN2	1	TPCN2	
MRPL20	1	MRPL20	
RPL21	1	RPL21	
COIL	1	COIL	
IQUB	1	IQUB	
ULBP3	1	ULBP3	
PDCD2L	1	PDCD2L	
KIRREL3	1	KIRREL3	
FLYWCH2	1	FLYWCH2	
RABEP2	1	RABEP2	
TIMELESS	1	TIMELESS	
ZNF579	1	ZNF579	
CYP27A1	1	CYP27A1	
XRCC5	1	XRCC5	
RPF2	1	RPF2	
GOLGA7	1	GOLGA7	
PHACTR3	1	PHACTR3	
SYF2	1	SYF2	
SERPINB9	1	SERPINB9	
ACSS1	1	ACSS1	
RSAD2	1	RSAD2	
