Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value,Cluster 7 Mean Counts,Cluster 7 Log2 fold change,Cluster 7 Adjusted p value,Cluster 8 Mean Counts,Cluster 8 Log2 fold change,Cluster 8 Adjusted p value,Cluster 9 Mean Counts,Cluster 9 Log2 fold change,Cluster 9 Adjusted p value
ENSG00000069431,ABCC9,0.3116090326717628,0.43350788184478484,0.00000000000000000000000000000000000000000000000000025151573568977074,0.09157940188880384,-1.6784645057998209,0,0.734833493650765,1.8146801326787247,0,0.5573223389853446,1.3801396820019578,0,0.15767476735094565,-0.6959192963253309,0.00000000000000000000000000000000000000000000011396787525206156,0.1983327053871541,-0.34072621079191046,0.00000000010029017210085235,0.12940551087231394,-1.0164920057797722,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006663782486372068,0.06412722964071112,-2.0507004060786413,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000521749415203202,0.1291111378893857,-0.9834732791440093,0.000000000000000000000000000000000000000000000000000000023806862271097483
ENSG00000123612,ACVR1C,0.3416891190951911,-1.0088606144174315,0,0.4153889037339661,-0.6903930275682622,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003802984779884724,0.37932059158234194,-0.7366316433680333,0.00000000000000000000000000000000000000000000000000000000000000000000000482394002273522,0.3510087964569829,-0.87118567048472,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011189142354927,0.47560545482797695,-0.3931088561306487,0.000000000000000000000020648689818765297,0.36855526355408164,-0.7707674068853728,0.0000000000000000000000000000000000000000000000000000000000000008435421835713439,1.6906309586985206,1.7924461003583905,0,1.5618393485957303,1.5841756164544225,0,0.1834660525990255,-1.801766208996459,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012214611702747076
ENSG00000151388,ADAMTS12,0.020305051733648407,-1.4356157578230473,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001872700865356805,0.02274221813571962,-1.2644622407857868,0.00000000000000000000000000000000000000000000000000000000000000000000000000010003033311596059,0.22056450814096948,2.7141252946522534,0,0.07833709697505462,0.8275593705612585,0.000000000000000000000000000000017261666527445566,0.07575122274867495,0.7453581570984191,0.00000000000000000010058479400730973,0.033079112637943386,-0.545985373197345,0.0000014583431104017034,0.02884784029579133,-0.7821537081051808,0.0000000000000000039383002592386385,0.018843983522607764,-1.4112193980088676,0.0000000000000000000000000000000000000038887619485717246,0.02506446469184463,-0.9580974415984445,0.000000000000005364275915319469
ENSG00000145536,ADAMTS16,0.01744406597078601,-0.39412633722460644,0.000007467704842468162,0.019422464817250483,-0.20739864379435868,0.014669680693092336,0.06318194524847699,1.7782904432092108,0.00000000000000000000000000000000000000000000000000000000000000000000010591757217731983,0.029559542642952404,0.5019664011619174,0.0000027868209907661166,0.013579108077910622,-0.7144356389408406,0.0000010944730039925876,0.017746305063274348,-0.3016747287674555,0.05227403204693466,0.012293113762411077,-0.8874596862996693,0.000000000007532312356937033,0.00807599293826047,-1.5006895376982001,0.0000000000000000000004745087003907198,0.033224988079887066,0.6628274573954389,0.00000045844251713910943
ENSG00000156140,ADAMTS3,0.046848641866871765,0.0013596108906703819,0.9985650485798945,0.04746865664569666,0.025782471744717483,0.6362682168770589,0.03845857536863816,-0.301092985904841,0.0006723136253525755,0.10350148896264091,1.3506843958497323,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005552593122346728,0.028729352627645612,-0.745085303959117,0.000000000000004106633643143864,0.03776413717464781,-0.3234107707766123,0.0011020615823039857,0.05040176642588542,0.12064413286945541,0.08996700803052061,0.025477834864750293,-0.9360581014981362,0.0000000000000000000000007773614162780921,0.018069730359236823,-1.417022230658489,0.00000000000000000000000000000030414926635909613
ENSG00000197381,ADARB1,0.6018401439488039,-0.20852429802578254,0.0000000000000000000000008950848913649715,1.1122318359395227,1.017480955208166,0,0.8389921352741601,0.3415395428572417,0.00000000000000000000000000001219945684247933,0.17597838506387406,-2.052397891038004,0,0.3876218124058123,-0.8504403357196653,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016816482244044362,0.5535427475336534,-0.30329799598665064,0.000000000000000023166943783860663,0.5288497540589245,-0.38858102060527355,0.0000000000000000000000000000000000000000000289883581071662,0.5353229604789798,-0.3639339187968933,0.0000000000000000000000000000000003760064312651483,0.8836681040194524,0.4158910558518407,0.000000000000000000000000000000000023722239646076583
ENSG00000141433,ADCYAP1,0.6346620083949752,-0.5383615226032651,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006727765500306216,0.9202585147301177,0.1269788596036164,0.00000006335794794232948,0.3485308392782834,-1.3704168909618653,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016140135555450922,0.13443990239943368,-2.804685616852504,0,0.41623894099975617,-1.1068529199894577,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020467192276139723,0.5646164418931366,-0.6383962136236134,0.00000000000000000000000000000000000000000000004107034754429865,3.1703120852340674,2.4222665870625373,0,0.7317426458702433,-0.2538987793192209,0.0000000000008828576148080951,0.30135647082985284,-1.5696756617050536,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006259518502420252
ENSG00000120907,ADRA1A,0.685523977512529,-0.03679221083341078,0.08068930921633792,0.5320000088057096,-0.4909752748867081,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015549620674311682,0.38916415551598144,-0.8962371853184722,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000630807745914131,1.8388965624353306,1.6792922136251103,0,0.6044386455175753,-0.2265364265053837,0.000000000005421795198470538,0.727456537153742,0.060446201258051224,0.09488429460772005,0.4110817242150264,-0.8341558552927129,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001734517256192617,0.24583707075157168,-1.5964776075523028,0,1.1529653758248528,0.7804775139529977,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000037979602216644765
ENSG00000170214,ADRA1B,0.06095489111431831,-1.249424447543201,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013374629571335734,0.07551484847414283,-0.908070439448112,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000042953759342178774,0.08149555256687611,-0.678632536011953,0.0000000000000000000000015872256008811753,0.03921163819983482,-1.7975138524024334,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000022507672598173592,0.04904190272766067,-1.440135323677203,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000016883176782763196,0.07439251082524606,-0.8061835619955375,0.00000000000000000000000001010216565965519,0.03597784627798975,-1.9313679311752163,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006650877113251162,0.04845595762956282,-1.471185017231055,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005782057631084879,1.2073202905344926,4.337510402538355,0
ENSG00000159723,AGRP,0.02821249849489309,-1.9894391504428568,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000038234739719659515,0.043194951224219146,-1.3318304380343475,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008961397301907396,0.019343747730059077,-2.3641407747549907,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000002041416591204965,0.009910633830727482,-3.370767584081506,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000022877711905236272,0.02020032606631332,-2.303001376598484,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000003558284092759287,0.025412708850608867,-1.9472846259229075,0.00000000000000000000000000000000000000000000000000001752776515498458,0.00844127145018894,-3.6106178705433085,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003182454545183098,0.8033690118107677,5.004651365201819,0,0.011949337818204996,-3.0369268800183598,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002204048261744444
