Barcode,Cluster
aaifkhpf-1,6
aaigelmo-1,5
aaignklb-1,5
aaihhlgj-1,5
aaiiackg-1,5
aaiimnon-1,2
aaijlbae-1,2
aaikldad-1,7
aaikmclh-1,5
aailmeah-1,2
aaimeogo-1,2
aaimoann-1,3
aainbapo-1,2
aainbelh-1,5
aainfopl-1,5
aaiohdlm-1,5
aaionfai-1,2
aaiooplj-1,5
aaipbfkb-1,1
aaipeldj-1,5
aajcfjab-1,2
aajcphki-1,4
aajdddkh-1,5
aajdkanb-1,2
aajfefgn-1,5
aajhaapn-1,2
aajhamnf-1,5
aajhmhgj-1,5
aajipbbe-1,5
aajjmcob-1,5
aajjodif-1,2
aajkdmfn-1,5
aajmocjn-1,5
aajnnhcj-1,5
aajoaocm-1,5
aajocnjm-1,7
aajogfcj-1,5
aajolcbh-1,4
aajombln-1,5
aajonank-1,2
aakakfdi-1,1
aakbhkdh-1,2
aakcljli-1,5
aakdbiai-1,1
aakebojb-1,5
aakgbhpk-1,5
aakgkbng-1,5
aakhdied-1,4
aakhjcpc-1,1
aakidnei-1,1
aakinlll-1,2
aakogkcc-1,1
aakoligc-1,5
aakplich-1,4
aalcndfj-1,1
aalebkcb-1,5
aalencne-1,1
aalfjjdl-1,5
aalghnpn-1,8
aalhgflm-1,2
aalhndmj-1,7
aalickne-1,5
aalieglf-1,5
aaljhbdb-1,5
aaljkjeb-1,5
aaljkjgo-1,5
aaljmbpb-1,5
aalkakeg-1,5
aalkgclo-1,6
aalkmebn-1,5
aalkpjge-1,7
aalljnam-1,5
aallmcjn-1,5
aalloabn-1,5
aalmkghk-1,4
aalnmcoh-1,5
aalohlmg-1,2
aalokgpn-1,5
aalolcac-1,5
aalpnnfn-1,5
aambgjln-1,7
aamccdbj-1,5
aamdkdln-1,5
aameejnj-1,5
aamegpbd-1,5
aamepffd-1,5
aamfoion-1,5
aamfpplc-1,5
aamibikl-1,5
aamjmagg-1,5
aamkgeln-1,6
aamkijgd-1,1
aamlbahh-1,5
aamlcmog-1,5
aamlihcf-1,7
aammkbgk-1,1
aammmhhm-1,5
aammoaep-1,4
aamoacdh-1,1
aamoaeki-1,7
aamobadk-1,2
aamochlc-1,5
aamoohcl-1,5
aampdilk-1,5
aampfgnk-1,5
aampkklo-1,4
aanaeicl-1,5
aanagkno-1,7
aanbfkoa-1,5
aancfaod-1,8
aandhhek-1,8
aanfanld-1,7
aanhenll-1,2
aanhkmmk-1,2
aanicnja-1,1
aaniggnn-1,4
aanjeioj-1,5
aankbbkj-1,1
aankocib-1,3
aanmcihd-1,5
aanmgpek-1,2
aanokoin-1,4
aaobaiko-1,2
aaobkpjp-1,8
aaobpfok-1,6
aaocdfal-1,6
aaoconbg-1,1
aaodepao-1,7
aaodhpbg-1,2
aaoecada-1,5
aaoecklm-1,1
aaofmhld-1,5
aaogimdo-1,5
aaogpmho-1,1
aaogppan-1,2
aaohnael-1,5
aaoibaad-1,7
aaojpcdj-1,5
aaomcndf-1,1
aaomohdp-1,7
aaonblff-1,5
aaonegno-1,6
aaoneogb-1,7
aaongpfn-1,1
aapamino-1,6
aapbfdhp-1,1
aapbggei-1,1
aapcgmgg-1,3
aapdgckd-1,7
aapdkmpc-1,2
aapdnekn-1,3
aapdngaj-1,7
aapeabce-1,2
aapedjfn-1,7
aapfbcpk-1,2
aapflkhb-1,5
aapiobod-1,4
aapjdjcc-1,2
aapjegjb-1,5
aapjidid-1,5
aaplgfmk-1,7
aaplmhcn-1,7
aapongej-1,1
aappdlao-1,4
ababdacl-1,3
ababjjfo-1,5
ababnpgo-1,6
ababolhl-1,6
abachhld-1,2
abadacig-1,5
abafinml-1,3
abaghnah-1,6
abagoenb-1,5
abahpmgg-1,3
abaiaogl-1,3
abakemie-1,4
abakfaho-1,3
abalfofl-1,3
abamkmda-1,4
abanfpje-1,4
abanppkk-1,3
abaofgki-1,1
abapfbal-1,1
abbaaglg-1,3
abbapdgc-1,7
abbbamgk-1,4
abbbcifi-1,4
abbbmamj-1,3
abbeaodj-1,5
abbelncn-1,1
abbfepig-1,4
abbgjdeo-1,5
abbhcegp-1,4
abbhefkl-1,3
abbkdgfm-1,2
abblaiej-1,3
abblanoj-1,3
abblfipn-1,3
abblkecj-1,1
abbllokl-1,5
abbmblcb-1,5
abbmdnfk-1,1
abbpinai-1,1
abcajolc-1,5
abcckjjk-1,5
abccpglh-1,1
abcebhom-1,4
abcefmkn-1,4
abcfkhig-1,4
abcfmebn-1,5
abcgdbba-1,1
abcgjioe-1,5
abcjecjl-1,5
abckabdc-1,5
abckihlc-1,5
abckmdbj-1,7
abclhaep-1,1
abclmelb-1,2
abcmejig-1,2
abcndjjg-1,2
abcnfifc-1,2
abcnlijb-1,1
abcnnifb-1,1
abcoapga-1,5
abcohfjp-1,5
abdbedji-1,6
abdbgdcl-1,3
abdbleaa-1,3
abdeakej-1,3
abdgblfa-1,3
abdhogod-1,5
abdicnmm-1,5
abdikhjk-1,5
abdjphai-1,1
abdjpjhe-1,5
abdkidha-1,4
abdmbpnb-1,5
abdokeki-1,1
abdonchm-1,2
abdpnmjn-1,3
abeaajik-1,1
abeanbci-1,1
abeapaip-1,1
abebbpnp-1,1
abeccpho-1,1
abechoio-1,5
abedcgpp-1,3
abedfaof-1,1
abedichi-1,4
abeeialf-1,8
abeejnfm-1,6
abeeooin-1,5
abegfkhe-1,3
abehiikk-1,4
abehnkgl-1,5
abeigpbo-1,4
abeikakf-1,1
abejghgd-1,1
abekgpoo-1,3
abekklfm-1,4
abekmdnm-1,6
abemcmdm-1,4
abeocpec-1,1
abeoejhg-1,1
abeollnn-1,1
abepjgcm-1,2
abfaejog-1,3
abfaojap-1,3
abfbaelc-1,1
abfciaid-1,7
abfcnpif-1,3
abfebnlm-1,3
abfeopcg-1,7
abffdfea-1,1
abffdfkh-1,1
abfhieii-1,1
abfhkdoe-1,3
abfincdp-1,4
abfjkjmo-1,7
abfknbbp-1,8
abfkphkp-1,4
abflpkno-1,8
abfnkljm-1,1
abfoglhi-1,7
abfonekb-1,1
abfpiphj-1,3
abgadlbp-1,7
abgcbllj-1,7
abgdjeji-1,2
abgdpdlm-1,3
abggipgg-1,4
abggnekj-1,8
abghcbig-1,8
abghejko-1,3
abghimge-1,3
abgidgni-1,8
abgieebj-1,1
abgimfnc-1,2
abgkfggn-1,4
abgkicof-1,1
abglmlej-1,1
abgmhnck-1,1
abgnjbjp-1,3
abgonagl-1,4
abhbehjl-1,3
abhbeifa-1,3
abhdiggl-1,2
abhdiifa-1,4
abheceej-1,1
abhelong-1,8
abheoebc-1,3
abhfacmo-1,3
abhfdoco-1,1
abhibgji-1,3
abhiiloo-1,3
abhknffp-1,1
abhmaefp-1,3
abhmbcab-1,3
abhnpghi-1,2
abhokmkf-1,6
abhphfko-1,3
abhpnahh-1,1
abibfnjn-1,4
abifoccc-1,3
abifpooi-1,8
abiggaag-1,7
abijfdoc-1,6
abijkmna-1,8
abikikhk-1,4
abinbngd-1,1
abincahi-1,5
abincpba-1,1
abinhpce-1,1
abiolbok-1,1
abjaihcb-1,8
abjakfpo-1,4
abjaljjd-1,1
abjanklh-1,1
abjbadmc-1,3
abjbimjo-1,8
abjcnlkd-1,2
abjcnlkh-1,4
abjdibpn-1,1
abjdjdbn-1,1
abjdmhnc-1,6
abjeccgo-1,2
abjgmmao-1,8
abjhdgoo-1,7
abjhfaej-1,8
abjjdbfb-1,4
abjjlekd-1,1
abjlmegk-1,1
abjniiam-1,8
abjnjhen-1,6
abjocmkf-1,1
abkakhjl-1,1
abkbbfmg-1,7
abkboipi-1,7
abkdobin-1,6
abkfgfln-1,4
abkfhhaj-1,5
abkfjbnj-1,1
abkfmbim-1,1
abkfocce-1,5
abkgenjo-1,2
abkhkjhm-1,1
abkihejg-1,6
abkiiioo-1,8
abkjijjb-1,2
abkjlnch-1,4
abkkaakd-1,1
abkkjpkl-1,1
abkkpfnd-1,1
abklffnp-1,1
abklfoda-1,1
abkmbcoo-1,1
abkmiibe-1,1
abkodpfj-1,3
abkokhhj-1,4
abkpjldm-1,1
ablabekp-1,4
ablacppa-1,3
ablbhjik-1,1
ablbkcpe-1,4
ablbncgh-1,1
ablclblh-1,1
abldhccj-1,1
abldobom-1,1
ableegod-1,2
ablfcgbp-1,5
ablgmbcm-1,8
ablijehp-1,4
ablkndop-1,1
ablllfll-1,6
ablnokpp-1,6
ablohbil-1,7
ablpamhg-1,1
ablpifbb-1,2
abmaclnm-1,2
abmaelic-1,1
abmbbhcg-1,1
abmbjcjh-1,4
abmcbgpf-1,1
abmcdekf-1,8
abmdelhh-1,3
abmeclgo-1,7
abmfdngg-1,3
abmhldcj-1,1
abmieihj-1,9
abmihpmj-1,8
abmimnka-1,1
abmlhhnb-1,8
abmnicen-1,8
abmoddhh-1,3
abmoooac-1,5
abmplpjj-1,1
abnajopl-1,8
abnakmom-1,1
abnbgjdn-1,5
abnbnkgi-1,1
abndcmji-1,1
abndkhec-1,1
abndohaa-1,1
abndohok-1,1
abnebgkh-1,2
abnepbmd-1,7
abngickc-1,2
abnjdgob-1,1
abnjgbma-1,7
abnlckgl-1,7
abnledah-1,8
abnlelnl-1,2
abnlokgf-1,5
abnmanka-1,8
abnnflge-1,2
aboamfae-1,1
abobobbk-1,8
abodopfo-1,8
abodphcl-1,4
aboeoddf-1,2
abogfmfe-1,1
abohepgi-1,2
aboieiad-1,4
aboipdob-1,7
abojgfbe-1,8
abojiili-1,1
abokdhfc-1,5
abokhdob-1,8
abokofpk-1,6
abollhga-1,1
abomkahg-1,2
abopckgm-1,4
abpadgpj-1,8
abpaeplb-1,8
abpbecgn-1,4
abpcbmdp-1,8
abpdbiid-1,2
abpdmphg-1,1
abpgbdla-1,8
abpgcjmm-1,1
abpggboh-1,8
abphhbnl-1,7
abphlkad-1,7
abpioimh-1,8
abpkjkhp-1,4
abpnfiek-1,8
abpninag-1,4
abpnpccb-1,8
abpoejlc-1,4
abpomlaj-1,8
abpphcfo-1,8
acaadgll-1,8
acabbkpp-1,8
acacgjfh-1,2
acadedik-1,8
acafcllg-1,3
acagpbnl-1,8
acahckho-1,6
acaidhcn-1,8
acaiidgo-1,1
acaikldc-1,6
acaipblp-1,8
acajdeki-1,8
acakmpoh-1,6
acakolpj-1,1
acalhbbi-1,8
acanaion-1,6
acanhckp-1,8
acanodgp-1,8
acaoemig-1,4
acaojggc-1,2
acapbjjn-1,8
acbaalgi-1,8
acbafgga-1,8
acbamjnk-1,8
acbbchbh-1,8
acbcpdfo-1,2
acbdcmgn-1,1
acbealnf-1,4
acbfdfbm-1,1
acbffpcd-1,3
acbfokep-1,8
acbfpcil-1,8
acbgfdjk-1,4
acbgknko-1,3
acbhknhe-1,8
acbhnoki-1,1
acbjhkch-1,9
acbkepke-1,6
acbldijf-1,8
acbmkjdh-1,8
acbmnnnb-1,6
acbnoflf-1,8
acbokapg-1,6
acbopabo-1,4
acbpmhha-1,6
accabflk-1,6
accaeelh-1,8
accaingh-1,5
accampfj-1,1
accfngcb-1,1
accfpmle-1,1
acchhpjh-1,4
acchnfnh-1,1
accicdcf-1,1
accindmf-1,8
accjckga-1,4
accjeohg-1,1
acckgjhg-1,8
acckhiho-1,8
acclbngb-1,1
acclecjj-1,8
accmibaa-1,2
accncedp-1,3
accnkoji-1,8
accnnibk-1,7
accoppac-1,8
accpkhjk-1,4
accppahd-1,1
acdagmla-1,2
acdbegod-1,1
acdbijme-1,7
acdbpaeb-1,4
acdebpme-1,8
acdefddl-1,7
acdegaje-1,8
acdggkmb-1,1
acdgjomg-1,1
acdglhak-1,1
acdhgmfj-1,1
acdibjmj-1,1
acdiblnb-1,1
acdjnjcf-1,6
acdmgjle-1,8
acdmhgia-1,8
acdmonjn-1,8
acdnibcj-1,6
acdnkjin-1,8
acdnofha-1,8
acdoaibo-1,8
acdohoen-1,6
acecmnog-1,6
acedhnen-1,4
aceemcbe-1,1
aceihooh-1,4
acekafek-1,8
acekgdnd-1,2
acelhefl-1,2
acepeojk-1,1
acfahneo-1,8
acfaoogc-1,8
acfbmodf-1,1
acfbonmo-1,1
acfdhngn-1,1
acfedcno-1,8
acffofhk-1,1
acfgknoc-1,1
acfhmhkd-1,1
acfibead-1,1
acfjiigd-1,1
acfkgdch-1,1
acfmmhie-1,2
acfmooan-1,1
acfodmia-1,8
acfoffpp-1,8
acfpoehb-1,3
acgahiik-1,4
acgajbha-1,8
acgajepb-1,4
acgamhod-1,8
acgaonkd-1,4
acgbiigm-1,8
acgbkgkh-1,1
acgebadf-1,8
acgeecfn-1,8
acgehbfl-1,6
acgfddob-1,1
acgfnike-1,1
acggdgbd-1,8
acghcbjd-1,1
acgiagin-1,1
acgjcmeh-1,1
acgjkani-1,2
acgkjclm-1,2
acgmnbhd-1,1
acgncbop-1,1
acgnjbmi-1,1
acgojiap-1,1
acgpfcfa-1,2
acgpnnmj-1,1
achagegj-1,1
achapieg-1,2
achbepak-1,1
achcjmcf-1,1
achejkjn-1,1
acheooan-1,3
achgmmif-1,2
achgpmdo-1,1
achidkng-1,2
achkfekh-1,2
achkpbkm-1,1
achlbene-1,1
achninhf-1,2
achnjlde-1,1
achpmdop-1,1
aciccmho-1,1
aciciifg-1,1
acieegnb-1,1
acieilkh-1,8
acifeiao-1,4
acifhbbc-1,1
acifnlkn-1,1
acigllho-1,1
acihkndj-1,1
acihmkmi-1,4
acihojoo-1,2
aciidbii-1,5
aciifngi-1,5
aciihign-1,5
acilbogi-1,4
acileghe-1,5
acilgahf-1,5
acimbboc-1,5
aciohjko-1,2
aciopedd-1,5
acipdojg-1,5
acjagjal-1,5
acjbepfi-1,5
acjbkaca-1,5
acjcgcna-1,2
acjddeid-1,5
acjdicgj-1,5
acjfchhn-1,2
acjgcfge-1,5
acjgfcfk-1,5
acjggkjl-1,5
acjgkcfc-1,5
acjhladd-1,5
acjkemko-1,5
acjkggkd-1,6
acjlhcnb-1,5
acjndlgk-1,5
acjoakoa-1,5
acjocidh-1,5
ackachij-1,5
ackbknoi-1,5
ackccihg-1,5
ackcfafl-1,5
ackcolhh-1,5
ackdmaio-1,5
ackdmoei-1,5
ackefhap-1,5
ackeflmg-1,5
ackffiga-1,5
ackfijho-1,5
ackhjkek-1,5
ackihfjf-1,6
ackjoalj-1,6
acklakgk-1,5
acklalpe-1,5
acklgbjh-1,5
acklobgl-1,5
acknibjn-1,5
acknkccb-1,5
acknklnf-1,5
acknmfna-1,5
ackoeldn-1,5
ackpliei-1,6
ackpphpd-1,6
aclaloln-1,5
aclblkjf-1,6
aclbnmlo-1,5
acldkcpo-1,5
acldlffa-1,5
aclefefp-1,5
aclejjon-1,5
aclepfhf-1,5
aclfddaf-1,6
aclgffjg-1,1
aclhhjnh-1,5
aclhppgb-1,4
acljmcfb-1,5
aclkdfgo-1,1
aclkefnj-1,5
aclkipdg-1,5
aclldedj-1,5
acllnjjf-1,5
aclmeoae-1,5
aclmhgbf-1,5
aclmlkpc-1,5
aclmnojn-1,5
aclnigek-1,5
aclnlcok-1,7
aclnmkkd-1,5
aclohidb-1,5
aclohojj-1,5
aclpnpoo-1,5
acmcaggp-1,5
acmcjffa-1,1
acmcjgej-1,5
acmdakkj-1,5
acmddijf-1,5
acmebjnh-1,5
acmfcecp-1,5
acmgcdnm-1,5
acmgdohg-1,5
acmgjooi-1,5
acmlcgpm-1,7
acmlngle-1,5
acmlofhp-1,5
acmmagel-1,5
acmnlkbe-1,5
acmoebad-1,2
acmpamae-1,5
acmpeejh-1,5
acnbbiih-1,5
acncgjgf-1,4
acndnlbn-1,1
acnekieb-1,2
acnemapc-1,5
acnenljc-1,1
acnfcfpn-1,5
acnfcobi-1,5
acnfdaaf-1,5
acngkaim-1,5
acngnnnh-1,5
acniiecb-1,5
acnjkekk-1,5
acnjljii-1,5
acnkafhp-1,5
acnkmcgi-1,5
acnlahda-1,5
acnlehme-1,5
acnmnbap-1,5
acnpbaib-1,5
acockhda-1,5
acoclepf-1,5
acodhflo-1,5
acoeehbn-1,5
acofimoe-1,5
acofnagl-1,6
acogcpje-1,7
acohalcg-1,1
acohgkja-1,5
acohmcmg-1,6
acoiefbg-1,6
acojdlli-1,5
acojmobi-1,4
acokaapn-1,2
acombgef-1,5
acomjagb-1,7
acomliim-1,5
acomloji-1,7
acommnga-1,5
acomokle-1,1
aconaghc-1,5
aconkffb-1,5
aconkhgn-1,1
acooiaaj-1,5
acopmaab-1,5
acpdklki-1,5
acpfjlph-1,5
acpgkeef-1,6
acpgpbch-1,5
acpimbkj-1,1
acpjkehe-1,1
acpjmcma-1,5
acpjneae-1,5
acpknpog-1,5
acpkoink-1,5
acplapmd-1,5
acplecnj-1,5
acpljdod-1,2
acpljela-1,6
acplnjlp-1,1
acplocdd-1,5
acpnddcb-1,5
acpnecdd-1,1
acpnhfee-1,1
acpnmlmn-1,5
acpooeon-1,5
acppegbo-1,5
adaaleig-1,5
adabjejj-1,5
adabkhki-1,5
adadhbgk-1,5
adadmnbd-1,5
adadpdpe-1,5
adafcgne-1,5
adafkdkh-1,5
adagphdf-1,5
adaididj-1,5
adaijggc-1,1
adaiodac-1,5
adajicej-1,5
adalhjnb-1,1
adamakim-1,5
adanabjk-1,1
adaohahl-1,5
adaokchi-1,1
adapihjf-1,1
adapjkbp-1,1
adapobbe-1,1
adbaepaj-1,4
adbajabf-1,6
adbbljmi-1,6
adbcamcj-1,6
adbcgpif-1,6
adbchjkb-1,6
adbcpoem-1,5
adbephmo-1,1
adbfdpkp-1,5
adbgbhgb-1,1
adbgidak-1,1
adbgipmp-1,4
adbhllji-1,5
adbhmhkl-1,6
adbiemfl-1,9
adbiifoj-1,5
adbimlkd-1,1
adbjemki-1,5
adbjgnpc-1,1
adbjjggj-1,1
adbkhnaj-1,1
adbmeeie-1,5
adbpabbc-1,8
adcaacef-1,4
adcacbpd-1,5
adcaefki-1,1
adcanoel-1,5
adcbobee-1,5
adccjfcj-1,5
adcddkoo-1,5
adcdhhgf-1,1
adcdndkg-1,6
adcehing-1,5
adcfgnkc-1,5
adcibndc-1,5
adcicflk-1,5
adcjedno-1,5
adcjkipn-1,5
adcjljee-1,5
adckagbn-1,8
adckcpbg-1,5
adckhbcd-1,5
adckjkid-1,5
adcklfnf-1,7
adckoihp-1,5
adcnbbph-1,5
adcnnhfm-1,5
adcodohg-1,1
adcolong-1,5
adcooaef-1,5
adcpdkoj-1,5
adcpickc-1,5
addbepbm-1,5
addcjdmk-1,5
adddglpb-1,5
addepidc-1,5
addfcpnp-1,5
addgalhk-1,6
addgbmii-1,5
addhdddg-1,5
addhpdaa-1,5
addjadnh-1,5
addjmehn-1,5
addknecl-1,5
addkneee-1,5
addljkbk-1,5
addlmgkd-1,5
addmlmoh-1,1
addnceei-1,5
addnjnek-1,5
addoknlb-1,5
addomflb-1,5
adeacelj-1,7
adeafide-1,1
adebfmdm-1,1
adebhjlo-1,5
adechiha-1,5
adeecdbl-1,5
adegbhph-1,5
adegcpjj-1,8
adegjebb-1,6
adehpicb-1,7
adeiaijk-1,5
adejaaic-1,5
adejgdgp-1,4
adejobck-1,1
adekdjio-1,7
adekhpnd-1,5
adekmmeh-1,5
ademfkmg-1,1
adenekgi-1,1
adeofdbg-1,1
adeogoeo-1,8
adeoinpi-1,2
adepimji-1,5
adfacmhe-1,1
adfaikbk-1,8
adfcndgd-1,5
adfdalkl-1,5
adfdlkem-1,8
adfgmmjg-1,1
adfifjbc-1,4
adfipddk-1,5
adfljalc-1,5
adfmejch-1,5
adfmjhea-1,5
adfoeffp-1,5
adfomgpe-1,7
adfpkeak-1,1
adgaedje-1,5
adgboich-1,1
adgddakc-1,7
adgdlbdi-1,5
adgelloc-1,1
adgeohed-1,5
adgfignn-1,1
adggcalg-1,4
adggedkm-1,8
adghegao-1,1
adgiklld-1,7
adgmigjp-1,8
adgmloop-1,8
adgmnbhl-1,1
adgnbfde-1,2
adgpefbo-1,1
adhajank-1,5
adhchnnd-1,1
adhdehim-1,5
adhhkffe-1,4
adhileoh-1,1
adhimflg-1,2
adhjjdlh-1,2
adhjkkkl-1,2
adhjpclk-1,8
adhkhlek-1,2
adhldnin-1,1
adhofpce-1,1
adiacodb-1,1
adialidb-1,5
adicbkpg-1,8
adicmjkk-1,8
adidaoil-1,8
adidnknn-1,8
adidoggj-1,5
adiejlef-1,1
adifbjag-1,8
adifllal-1,2
adihaalk-1,4
adihdfic-1,4
adiheplh-1,4
adijddjn-1,5
adilbbce-1,8
adimdcgg-1,5
adinkghn-1,5
adinkman-1,7
adipckdk-1,4
adiphpbb-1,1
adjbakch-1,7
adjbclai-1,1
adjbjmgg-1,1
adjcbanh-1,4
adjclnpc-1,5
adjdbngk-1,7
adjdpimf-1,4
adjfcobo-1,6
adjffihh-1,6
adjgceig-1,6
adjggoal-1,6
adjgjbjl-1,9
adjhajpp-1,5
adjhbglg-1,1
adjhhilk-1,6
adjhnala-1,1
adjjbigo-1,6
adjjfgpb-1,2
adjjlpon-1,2
adjlebgl-1,4
adjlmnjk-1,4
adjmjkbo-1,1
adjncfkc-1,1
adjppojg-1,1
adkahcmd-1,1
adkencol-1,2
adkfbppj-1,7
adkffame-1,1
adkgafap-1,2
adkghogm-1,1
adkgoikb-1,1
adkhafib-1,7
adkicmbm-1,4
adkjdpol-1,6
adkjocmi-1,1
adkjonho-1,1
adkkffli-1,8
adkkigek-1,7
adkkjdfo-1,1
adkmggni-1,2
adkogipi-1,1
adlbnfjb-1,1
adldeddj-1,1
adldinpa-1,2
adleaahg-1,2
adlejfaf-1,4
adlffhog-1,2
adlhaahf-1,1
adligeio-1,4
adliiakl-1,2
adlinjhe-1,6
adljbdap-1,1
adljfcef-1,1
adlkdcao-1,2
adlkdmcj-1,1
adlkeead-1,2
adlnbnjh-1,2
adlnccmg-1,1
adlnfegk-1,1
adlnmlmo-1,4
adloblfn-1,1
adloeaoa-1,1
adlpedha-1,1
admabcmi-1,8
admaebdj-1,3
admbeild-1,1
admckjdj-1,8
admcoiap-1,1
admdmpmb-1,4
admfngcd-1,1
admghabb-1,6
admhcabj-1,1
admhgjpj-1,1
admhhnfb-1,1
admjicfg-1,6
admjkkkj-1,1
admkoohg-1,1
admmbkii-1,1
admmnigm-1,1
admnndda-1,1
admpghke-1,8
adnahoca-1,1
adnbebla-1,5
adnbjnnh-1,1
adnbopol-1,5
adnbpdgf-1,5
adnccegi-1,5
adnccfdj-1,5
adncdgpg-1,5
adncgcpk-1,1
adnciklg-1,5
adndidcd-1,5
adnebjhk-1,5
adneggnh-1,7
adnehcic-1,5
adnfplid-1,5
adnhggfh-1,5
adnianlj-1,7
adnikdbc-1,5
adnimele-1,5
adnkhhia-1,5
adnkophf-1,5
adnmgnih-1,5
adnmkfja-1,5
adnmmpja-1,5
adnmnaga-1,1
adnnkbdi-1,5
adnnpkdl-1,5
adnogpfp-1,5
adoablmp-1,5
adoagfpo-1,5
adoapdgd-1,5
adodaplf-1,6
adoedfkl-1,8
adoefmpg-1,5
adoekkkp-1,8
adofhnia-1,5
adoghknh-1,8
adogpcfp-1,5
adohdjdb-1,5
adoikcef-1,1
adojbfal-1,5
adojhfal-1,5
adojljbm-1,5
adojmgfo-1,8
adokjbgk-1,5
adolbich-1,5
adolbmap-1,1
adooanng-1,6
adoogkje-1,1
adoopcpi-1,1
adopdifc-1,7
adopghhp-1,1
adoppfaj-1,5
adpbffll-1,5
adpcoaci-1,5
adpdgoim-1,5
adpdjdhc-1,1
adpdjooe-1,5
adpdncnn-1,5
adpdopmp-1,5
adpeddki-1,5
adpefkco-1,1
adpfobpd-1,5
adpheklo-1,7
adpijikd-1,1
adpimdga-1,5
adpiopdd-1,8
adpkolmd-1,1
adpmeedo-1,8
adpmkbmp-1,5
adpnihmc-1,5
adpnmfib-1,5
adpnngkp-1,1
adpnofbe-1,5
adpoidjg-1,8
adpombfc-1,1
adppdepo-1,8
adppemae-1,1
adppkhpl-1,6
adppnbdc-1,1
aeablgka-1,5
aeacdcgc-1,5
aeacfllj-1,5
aeacjlge-1,5
aeacmnfn-1,5
aeaddiha-1,1
aeadkcek-1,1
aeadlehg-1,5
aeadpbfh-1,5
aeagaifi-1,5
aeahcfld-1,1
aeaijgco-1,5
aeaildfi-1,8
aeajdadg-1,5
aeaklppm-1,1
aealheip-1,1
aeaoefdf-1,1
