Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSG00000069431,ABCC9,0.1379517414286835,-1.699058092834954,0,0.4479378089488586,1.699058092834954,0
ENSG00000123612,ACVR1C,0.7526687274761984,1.0617770865479215,0,0.3605458558756593,-1.0617770865479215,0
ENSG00000151388,ADAMTS12,0.022276769305207913,-2.0677120163553755,0,0.09342146935175155,2.0677120163553755,0
ENSG00000145536,ADAMTS16,0.01678042016034389,-0.878190651753604,0.0000000000000000000000000000000000000000010876826012332188,0.030844218731717405,0.878190651753604,0.0000000000000000000000000000000000000000010876826012332188
ENSG00000156140,ADAMTS3,0.04048756466469714,-0.527344944944109,0.000000000000000000000000000000010886182769370245,0.058349382631885965,0.527344944944109,0.000000000000000000000000000000010886182769370245
ENSG00000197381,ADARB1,0.8100956428789223,0.9106770112677973,0,0.43090622711023896,-0.9106770112677973,0
ENSG00000141433,ADCYAP1,1.1729076632991753,2.0027066278722874,0,0.29265974829323455,-2.0027066278722874,0
ENSG00000120907,ADRA1A,0.5529459681881275,-0.803572035753124,0,0.965130978180849,0.803572035753124,0
ENSG00000170214,ADRA1B,0.1621754103105059,1.362944222501258,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000484578350065,0.06303366818693651,-1.362944222501258,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000484578350065
ENSG00000159723,AGRP,0.1378060550658076,3.2053801840343197,0,0.014917647844545568,-3.2053801840343197,0
ENSG00000204472,AIF1,0.37904942777351397,-1.2079800843053656,0,0.8756731350679864,1.2079800843053656,0
ENSG00000171094,ALK,0.4133122114789675,0.588473534025346,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000019748143180121906,0.2748594631840425,-0.588473534025346,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000019748143180121906
